,Longitude,Latitude,panels,panel.area,landscape.area,water,urban,power,Address
99,-97.6438263,30.3065657999999,1,0.0001406266846412,0.0,0,1,,"7200 Ellington Cir, Austin, TX 78724, USA"
100,-97.720567,30.2593405999999,1,0.0001406266846412,0.0,0,1,,"2021 E 5th St., Austin, TX 78702, USA"
101,-97.7280022,30.4882808999999,1,0.0001406266846412,0.0,0,1,,"165 Archipelago Trail, Austin, TX 78717, USA"
102,-97.8950683,30.3809339999999,1,0.0001406266846412,0.0,0,1,,"12909 Medina River Way, Austin, TX 78732, USA"
103,-97.8962737,30.3914974999999,1,0.0001406266846412,0.0,0,0,,"13309 Mansfield Dr, Austin, TX 78732, USA"
104,-97.6999784,30.3908828999999,1,0.0001406266846412,0.0,0,1,,"1606 Holstein Dr, Austin, TX 78758, USA"
105,-97.6144303,30.3515038999999,1,0.0001406266846412,0.0,0,0,,"6501 Bramber Ln, Austin, TX 78754, USA"
106,-97.7838135,30.3626773999999,1,0.0001406266846412,0.0,0,1,,"5311 Backtrail Dr, Austin, TX 78731, USA"
107,-97.7822156,30.3707968999999,1,0.0001406266846412,0.0,0,1,,"6801 Valburn Dr, Austin, TX 78731, USA"
108,-97.7551916,30.3287818999999,1,0.0001406266846412,0.0,0,1,,"5006 Westfield Dr, Austin, TX 78731, USA"
109,-97.7803883,30.2968950999999,1,0.0001406266846412,0.0,0,1,,"3602 Bridle Path, Austin, TX 78703, USA"
110,-97.6973552,30.2844510999999,1,0.0001406266846412,0.0,0,1,,"1916 E M. Franklin Ave, Austin, TX 78723, USA"
111,-97.7142128,30.2717089999999,1,0.0001406266846412,0.0,0,1,,"1182 N Pleasant Valley Rd, Austin, TX 78702, USA"
112,-97.708371,30.2739188999999,1,0.0001406266846412,0.0,0,1,,"1183B Hargrave St, Austin, TX 78702, USA"
113,-97.7020445,30.2627723999999,1,0.0001406266846412,0.0,0,1,,"910 Cherico St, Austin, TX 78702, USA"
114,-97.6753154,30.4397200999999,1,0.0001406266846412,0.0,0,1,,"1621 Gaylord Dr, Austin, TX 78728, USA"
115,-97.7003378,30.2662234999999,1,0.0001406266846412,0.0,0,1,,"3309 Thompson St, Austin, TX 78702, USA"
116,-97.7898583,30.4875901999999,1,0.0001406266846412,0.0,0,0,,"11001 Strasburg Ln, Austin, TX 78717, USA"
117,-97.783623,30.1908353999999,1,0.0001406266846412,0.0,0,1,,"7003 Skynook Dr, Austin, TX 78745, USA"
118,-97.6910922,30.3053407999999,1,0.0001406266846412,0.0,0,1,,"2002 Lazy Brk, Austin, TX 78723, USA"
119,-97.7571899,30.1780300999999,1,0.0001406266846412,0.0,0,1,,"4605 Magin Meadow Dr, Austin, TX 78744, USA"
120,-106.6656231,34.9297312,1,0.0001406266846412,0.0,0,0,,"3950 NM-47, Albuquerque, NM 87105, USA"
121,-105.9334457,35.7582086,1,0.0001406266846412,0.0,0,0,,"13 Tesuque Hill Rd, Santa Fe, NM 87506, USA"
122,-117.4297158,33.9944764999999,1,0.0001406266846412,0.0,0,1,,"6305 45th St, Riverside, CA 92509, USA"
123,-105.5807759,36.3892637,1,0.0001406266846412,0.0,0,1,,"116 Cruz Alta Rd, Taos, NM 87571, USA"
124,-105.5748151,36.4112321,1,0.0001406266846412,0.0,0,1,,"400 Cam De La Placita, Taos, NM 87571, USA"
125,-105.5903386,36.3770976,1,0.0001406266846412,0.0,0,0,,"1314 Paseo Del Pueblo Sur, Taos, NM 87571, USA"
126,-105.5755896,36.3909032,1,0.0001406266846412,0.0,0,1,,"134 Cervantes St, Taos, NM 87571, USA"
127,-105.9364587,35.6835007,1,0.0001406266846412,0.0,0,1,,"239 E De Vargas St, Santa Fe, NM 87501, USA"
128,-105.9437523,35.7036353,1,0.0001406266846412,0.0,0,1,,"388 Calle Loma Norte, Santa Fe, NM 87501, USA"
129,-105.9298125,35.7071289,1,0.0001406266846412,0.0,0,0,,"1030 Mansion Ridge Rd, Santa Fe, NM 87501, USA"
130,-105.9072471,35.7370242,1,0.0001406266846412,0.0,0,0,,"3 Eccola Ln, Santa Fe, NM 87506, USA"
131,-105.9317009,35.7533421,1,0.0001406266846412,0.0,0,0,,"25 Meredith Dr, Santa Fe, NM 87506, USA"
132,-105.9204607,35.7778004,1,0.0001406266846412,0.0,0,0,,"4 3 Rock Rd, Santa Fe, NM 87506, USA"
133,-105.91436,35.7766154,1,0.0001406266846412,0.0,0,0,,"4 Cam Sin Ganas, Santa Fe, NM 87506, USA"
134,-105.9192471,35.8148912,1,0.0001406266846412,0.0,0,0,,"65 Vista Redonda, Santa Fe, NM 87506, USA"
135,-105.9108927,35.8087898,1,0.0001406266846412,0.0,0,0,,"3 Heather Ln, Santa Fe, NM 87501, USA"
136,-105.9124911,35.8160707,1,0.0001406266846412,0.0,0,0,,"9C Abs Rd, Santa Fe, NM 87506, USA"
137,-105.9313297,35.8289646,1,0.0001406266846412,0.0,0,0,,"57 Don Filomeno, Santa Fe, NM 87506, USA"
138,-105.9685295,35.7034484,1,0.0001406266846412,0.0,0,0,,"1204 Tortola Trail, Santa Fe, NM 87507, USA"
139,-105.9963656,35.6801095,1,0.0001406266846412,0.0,0,0,,"557 Camino Don Emilio, Santa Fe, NM 87507, USA"
140,-105.9973737,35.6876863,1,0.0001406266846412,0.0,0,0,,"231 Camino Tres Arroyos, Santa Fe, NM 87507, USA"
141,-106.0078637,35.6742898,1,0.0001406266846412,0.0,0,0,,"919 Chicoma Vista, Santa Fe, NM 87507, USA"
142,-106.011799,35.6712509,1,0.0001406266846412,0.0,0,0,,"4359 W Alameda St, Santa Fe, NM 87507, USA"
143,-106.014006,35.6674033,1,0.0001406266846412,0.0,0,0,,"1479B Sierra Azul, Santa Fe, NM 87507, USA"
144,-105.9934095,35.7382734,1,0.0001406266846412,0.0,0,0,,"11 Cam Bonito, Santa Fe, NM 87506, USA"
145,-105.9935262,35.7461708,1,0.0001406266846412,0.0,0,0,,"100 Estrellas De Tano, Santa Fe, NM 87506, USA"
146,-106.0320348,35.7407262,1,0.0001406266846412,0.0,0,0,,"9 Vuelta Chamisa, Santa Fe, NM 87506, USA"
147,-106.0758737,35.7202041,1,0.0001406266846412,0.0,0,0,,"20 Hacienda Rincon, Santa Fe, NM 87506, USA"
148,-106.0623403,35.7084941,1,0.0001406266846412,0.0,0,0,,"85 B Thundercloud Rd, Santa Fe, NM 87506, USA"
149,-106.0556908,35.7027236,1,0.0001406266846412,0.0,0,0,,"11 High Ridge Rd, Santa Fe, NM 87506, USA"
150,-106.0187373,35.6745327,1,0.0001406266846412,0.0,0,0,,"46 Cll Sinsonte, Santa Fe, NM 87507, USA"
151,-106.0083583,35.7076659,1,0.0001406266846412,0.0,0,0,,"34 Blue Jay Dr, Santa Fe, NM 87506, USA"
152,-106.0028626,35.7075544,1,0.0001406266846412,0.0,0,0,,"2 Laurel Cir, Santa Fe, NM 87506, USA"
153,-106.0380884,35.7102964,1,0.0001406266846412,0.0,0,0,,"9 Lupine Ct, Santa Fe, NM 87506, USA"
154,-105.9983035,35.7151253,1,0.0001406266846412,0.0,0,0,,"52 Fin Del Sendero, Santa Fe, NM 87506, USA"
155,-105.9364127,35.5296898,1,0.0001406266846412,0.0,0,0,,"25 Esquila Rd, Santa Fe, NM 87508, USA"
156,-105.9202216,35.5278805,1,0.0001406266846412,0.0,0,0,,"74 Monte Alto Rd, Santa Fe, NM 87508, USA"
157,-105.8879063,35.5559359,1,0.0001406266846412,0.0,0,0,,"69 Alteza, Santa Fe, NM 87508, USA"
158,-105.8955928,35.5517102,1,0.0001406266846412,0.0,0,0,,"90 Ave De Amistad, Santa Fe, NM 87508, USA"
159,-105.9299177,35.5439181,1,0.0001406266846412,0.0,0,0,,"16 Espira Ct, Santa Fe, NM 87508, USA"
160,-105.9323275,35.5249264,1,0.0001406266846412,0.0,0,0,,"34 Monterey Rd, Santa Fe, NM 87508, USA"
161,-105.9484324,35.5235713,1,0.0001406266846412,0.0,0,0,,"11 Bonito Rd, Santa Fe, NM 87508, USA"
162,-105.9005144,35.5160122,1,0.0001406266846412,0.0,0,0,,"32 Blue Mesa Rd, Santa Fe, NM 87508, USA"
163,-105.8892113,35.5475794,1,0.0001406266846412,0.0,0,0,,"31 Camino Costadino, Santa Fe, NM 87508, USA"
164,-105.8963068,35.5483543,1,0.0001406266846412,0.0,0,0,,"6 A Sierra Del Sol, Santa Fe, NM 87508, USA"
165,-105.9361089,35.5449246,1,0.0001406266846412,0.0,0,0,,"4 Enebro Rd, Santa Fe, NM 87508, USA"
166,-105.9442965,35.5460319,1,0.0001406266846412,0.0,0,0,,"2 Avenida De Compadres, Santa Fe, NM 87508, USA"
167,-105.9581288,35.5397363,1,0.0001406266846412,0.0,0,0,,"3 Cerrado Dr, Santa Fe, NM 87508, USA"
168,-105.9695178,35.5486533,1,0.0001406266846412,0.0,0,0,,"64 Camerada Loop, Santa Fe, NM 87508, USA"
169,-105.9493163,35.5340017,1,0.0001406266846412,0.0,0,0,,"14 Balsa Dr, Santa Fe, NM 87508, USA"
170,-105.9077647,35.5420367,1,0.0001406266846412,0.0,0,0,,"28 Moya Loop, Santa Fe, NM 87508, USA"
171,-105.9356967,35.7216748,1,0.0001406266846412,0.0,0,0,,"12 Tano Rd, Santa Fe, NM 87506, USA"
172,-105.9517101,35.731144,1,0.0001406266846412,0.0,0,0,,"3 Cll San Martin, Santa Fe, NM 87506, USA"
173,-105.9159284,35.7415236,1,0.0001406266846412,0.0,0,0,,"1373 Bishops Lodge Rd, Santa Fe, NM 87506, USA"
174,-105.9063891,35.7273414,1,0.0001406266846412,0.0,0,0,,"64 Lodge Trail, Santa Fe, NM 87506, USA"
175,-105.9235185,35.7197846,1,0.0001406266846412,0.0,0,0,,"208 Camino Del Norte, Santa Fe, NM 87501, USA"
176,-105.8985669,35.6947382,1,0.0001406266846412,0.0,0,0,,"1964 Cerros Colorados, Santa Fe, NM 87501, USA"
177,-105.9068677,35.6963179,1,0.0001406266846412,0.0,0,0,,"720 Canada Ancha, Santa Fe, NM 87501, USA"
178,-105.8988528,35.6865634,1,0.0001406266846412,0.0,0,0,,"1672 Cerro Gordo Rd, Santa Fe, NM 87501, USA"
179,-105.8921583,35.6517262,1,0.0001406266846412,0.0,0,0,,"2335 Wilderness Way, Santa Fe, NM 87505, USA"
180,-105.9198651,35.6261766,1,0.0001406266846412,0.0,0,0,,"6 El Gancho Way, Santa Fe, NM 87505, USA"
181,-105.9075472,35.6345332,1,0.0001406266846412,0.0,0,0,,"74 Double Arrow Rd, Santa Fe, NM 87505, USA"
182,-105.903768,35.6298292,1,0.0001406266846412,0.0,0,0,,"88 Ravens Ridge Rd, Santa Fe, NM 87505, USA"
183,-105.9360637,35.6336507,1,0.0001406266846412,0.0,0,0,,"14C Rabbit Rd, Santa Fe, NM 87508, USA"
184,-105.9465332,35.6322779,1,0.0001406266846412,0.0,0,0,,"32 Camino Mariquita, Santa Fe, NM 87508, USA"
185,-105.9992719,35.661934,1,0.0001406266846412,0.0,0,1,,"3000 Agua Fria St, Santa Fe, NM 87507, USA"
186,-105.9020186,35.6486308,1,0.0001406266846412,0.0,0,0,,"J3XX+F5 Santa Fe, NM, USA"
187,-105.9057357,35.6463407,1,0.0001406266846412,0.0,0,0,,"16 B N Cloudstone Dr, Santa Fe, NM 87505, USA"
188,-105.9132679,35.6236204,1,0.0001406266846412,0.0,0,0,,"7355 Old Santa Fe Trail, Santa Fe, NM 87505, USA"
189,-105.9064212,35.624579,1,0.0001406266846412,0.0,0,0,,"9 Golden Ridge Rd, Santa Fe, NM 87505, USA"
190,-105.8945711,35.6230223,1,0.0001406266846412,0.0,0,0,,"14 The Red Rd, Santa Fe, NM 87505, USA"
191,-105.8969084,35.6046495,1,0.0001406266846412,0.0,0,0,,"7518B Old Santa Fe Trail, Santa Fe, NM 87505, USA"
192,-105.8712441,35.5523114,1,0.0001406266846412,0.0,0,0,,"678 Old Las Vegas Hwy, Santa Fe, NM 87505, USA"
193,-105.8624921,35.5489458,1,0.0001406266846412,0.0,0,0,,"28 Apache Creek Rd, Santa Fe, NM 87505, USA"
194,-105.8695589,35.5148372,1,0.0001406266846412,0.0,0,0,,"157A Camino Acote, Santa Fe, NM 87508, USA"
195,-105.8873736,35.481768,1,0.0001406266846412,0.0,0,0,,"16 Lime Kiln Rd, Lamy, NM 87540, USA"
196,-105.9482178,35.4853512,1,0.0001406266846412,0.0,0,0,,"357 New Moon Overlook Rd, Lamy, NM 87540, USA"
197,-105.8347846,35.5223339,1,0.0001406266846412,0.0,0,0,,"188 Ojo De La Vaca Rd, Santa Fe, NM 87508, USA"
198,-106.016021,35.5983495,1,0.0001406266846412,0.0,0,0,,"25 Avenida Vista Esquisita, Santa Fe, NM 87508, USA"
199,-106.0225048,35.6054935,1,0.0001406266846412,0.0,0,0,,"4B Ocaso Dr, Santa Fe, NM 87508, USA"
200,-106.0103939,35.8778933,1,0.0001406266846412,0.0,0,0,,"17919 US 84-285, Santa Fe, NM 87506, USA"
201,-105.9743519,35.6538499,1,0.0001406266846412,0.0,0,1,,"1950 Siringo Rd, Santa Fe, NM 87505, USA"
202,-105.9652855,35.6181061,1,0.0001406266846412,0.0,0,0,,"51 Pso Galisteo, Santa Fe, NM 87508, USA"
203,-105.9695275,35.6257663,1,0.0001406266846412,0.0,0,0,,"3 Old Galisteo Trail, Santa Fe, NM 87508, USA"
204,-105.997019,35.6080251,1,0.0001406266846412,0.0,0,0,,"12A Deans Ct, Santa Fe, NM 87508, USA"
205,-105.9595884,35.6177828,1,0.0001406266846412,0.0,0,0,,"266 Arroyo Hondo Trail, Santa Fe, NM 87508, USA"
206,-105.9504608,35.6126667,1,0.0001406266846412,0.0,0,0,,"132 A Arroyo Hondo Trail, Santa Fe, NM 87508, USA"
207,-105.9440853,35.6103963,1,0.0001406266846412,0.0,0,0,,"37 Fido Ln, Santa Fe, NM 87508, USA"
208,-105.9282498,35.6051228,1,0.0001406266846412,0.0,0,0,,"17 Paseo Vista, Santa Fe, NM 87508, USA"
209,-105.9344473,35.5937856,1,0.0001406266846412,0.0,0,0,,"12 Amigos Ln, Santa Fe, NM 87508, USA"
210,-105.9243875,35.5926651,1,0.0001406266846412,0.0,0,0,,"65 Camino Pacifico, Santa Fe, NM 87508, USA"
211,-105.9414065,35.606694,1,0.0001406266846412,0.0,0,0,,"63 Leaping Powder Rd, Santa Fe, NM 87508, USA"
212,-106.0707762,35.6111143,1,0.0001406266846412,0.0,0,0,,"198 Mutt Nelson Rd, Santa Fe, NM 87507, USA"
213,-106.1217576,35.5550977,1,0.0001406266846412,0.0,0,0,,"22 A Entrada La Cienega, Santa Fe, NM 87507, USA"
214,-106.0630217,35.5016933,1,0.0001406266846412,0.0,0,0,,"3 Turquoise Trail Ct, Santa Fe, NM 87508, USA"
215,-106.0563902,35.5025288,1,0.0001406266846412,0.0,0,0,,"12 Arroyo Trail, Santa Fe, NM 87508, USA"
216,-106.0961489,35.4463159,1,0.0001406266846412,0.0,0,0,,"157 Wolf Rd, Santa Fe, NM 87508, USA"
217,-106.1766751,35.3982725,1,0.0001406266846412,0.0,0,0,,"124 Wild Dog Rd, Los Cerrillos, NM 87010, USA"
218,-106.0398271,35.4617282,1,0.0001406266846412,0.0,0,0,,"20 Vía Del Vaquero, Santa Fe, NM 87508, USA"
