Latitude,Longitude,Solar_farm_present,State
40.41297377562429,-124.47119610035921,,CA
40.462006454488105,-124.47119610035921,,CA
40.26587573903282,-124.41710210058102,,CA
40.314908417896646,-124.41710210058102,,CA
40.36394109676046,-124.41710210058102,,CA
40.41297377562429,-124.41710210058102,,CA
40.462006454488105,-124.41710210058102,,CA
40.51103913335193,-124.41710210058102,,CA
40.56007181221575,-124.41710210058102,,CA
41.8349214626751,-124.41710210058102,,CA
40.216843060169005,-124.36300810080282,,CA
40.26587573903282,-124.36300810080282,,CA
40.314908417896646,-124.36300810080282,,CA
40.36394109676046,-124.36300810080282,,CA
40.41297377562429,-124.36300810080282,,CA
40.462006454488105,-124.36300810080282,,CA
40.51103913335193,-124.36300810080282,,CA
40.56007181221575,-124.36300810080282,,CA
40.60910449107957,-124.36300810080282,,CA
40.65813716994339,-124.36300810080282,,CA
41.785888783811274,-124.36300810080282,,CA
41.8349214626751,-124.36300810080282,,CA
41.883954141538915,-124.36300810080282,,CA
40.16781038130518,-124.30891410102461,,CA
40.216843060169005,-124.30891410102461,,CA
40.26587573903282,-124.30891410102461,,CA
40.314908417896646,-124.30891410102461,,CA
40.36394109676046,-124.30891410102461,,CA
40.41297377562429,-124.30891410102461,,CA
40.462006454488105,-124.30891410102461,,CA
40.51103913335193,-124.30891410102461,,CA
40.56007181221575,-124.30891410102461,,CA
40.60910449107957,-124.30891410102461,,CA
40.65813716994339,-124.30891410102461,,CA
40.70716984880721,-124.30891410102461,,CA
41.73685610494745,-124.30891410102461,,CA
41.785888783811274,-124.30891410102461,,CA
41.8349214626751,-124.30891410102461,,CA
40.11877770244136,-124.25482010124642,,CA
40.16781038130518,-124.25482010124642,,CA
40.216843060169005,-124.25482010124642,,CA
40.26587573903282,-124.25482010124642,,CA
40.314908417896646,-124.25482010124642,,CA
40.36394109676046,-124.25482010124642,,CA
40.41297377562429,-124.25482010124642,,CA
40.462006454488105,-124.25482010124642,,CA
40.51103913335193,-124.25482010124642,,CA
40.56007181221575,-124.25482010124642,,CA
40.60910449107957,-124.25482010124642,,CA
40.65813716994339,-124.25482010124642,,CA
40.70716984880721,-124.25482010124642,,CA
40.756202527671036,-124.25482010124642,,CA
40.80523520653485,-124.25482010124642,,CA
41.73685610494745,-124.25482010124642,,CA
41.785888783811274,-124.25482010124642,,CA
41.8349214626751,-124.25482010124642,,CA
41.883954141538915,-124.25482010124642,,CA
41.93298682040273,-124.25482010124642,,CA
41.982019499266556,-124.25482010124642,,CA
